일시,평균기온(℃),최고기온(℃),"	최고기온시각",최저기온(℃),최저기온시각일교차,
2019-04-07,12.4,15.9,13:56,9.9,19:49,6
2019-04-08,13.1,18.3,13:25,9.5,23:48,8.8
2019-04-09,11.2,15.8,13:11,8.4,23:09,7.4
2019-04-10,9.7,12.9,13:50,7.9,5:36,5
2019-04-11,10.2,14.2,11:14,6.8,4:29,7.4
2019-04-12,11.8,16.4,12:57,7.4,4:24,9
2019-04-13,13.5,17.2,14:14,9.2,4:40,8
2019-04-14,13.3,15.6,17:41,10.6,23:55,5
2019-04-15,12.7,17.9,12:01,7.9,5:34,10
2019-04-16,16,21.2,10:54,10.3,4:36,10.9
2019-04-17,18,23.4,14:53,14.3,5:25,9.1
2019-04-18,16.4,20,13:57,14.2,5:48,5.8
2019-04-19,13.8,16.8,10:09,10.1,23:54,6.7
2019-04-20,14.4,18.2,13:13,9.7,5:56,8.5
2019-04-21,17.2,22,12:47,13.4,3:18,8.6
2019-04-22,17.1,22.2,12:06,14.1,5:58,8.1
2019-04-23,16.2,19.5,9:59,14.5,0:01,5
2019-04-24,16.8,20.5,15:59,15.1,23:31,5.4
2019-04-25,14.8,16.3,16:04,13,23:50,3.3
2019-04-26,11.3,13.1,10:53,8.5,23:50,4.6
2019-04-27,12.1,16.3,11:18,8.1,5:40,8.2
2019-04-28,13.2,16.9,14:02,10.7,4:09,6.2
2019-04-29,13,13.8,13:14,12.1,8:41,1.7
2019-04-30,15.6,18.9,14:48,13.1,0:36,5.8
2019-05-01,17,20.8,12:29,14.3,5:23,6.5
2019-05-02,17.6,21.7,15:50,14.8,5:22,6.9
2019-05-03,19.1,23.1,9:47,15.3,5:07,7.8
2019-05-04,19.1,23.6,11:16,15.1,6:01,8.5
2019-05-05,19.6,23.9,16:56,15.4,3:49,8.5
2019-05-06,16.6,21.3,8:52,12.8,23:34,8.5
2019-05-07,15.2,20,11:47,11,4:59,9
2019-05-08,17.3,21.6,12:55,12.9,4:02,8.7
2019-05-09,18.6,22.9,10:56,16,2:20,6.9
2019-05-10,19,23.8,15:23,16,2:08,7.8
2019-05-11,19.5,24.4,12:10,14.3,5:11,10.1
2019-05-12,20.2,25.8,13:20,15.9,23:44,9.9
2019-05-13,17.8,20.7,14:04,14.8,5:19,5.9
2019-05-14,20.5,24.7,10:51,17.2,0:01,7.5
2019-05-15,21.6,25.7,12:43,18.7,5:27,7
2019-05-16,21.7,26.7,15:32,18,4:49,8.7
2019-05-17,21.1,23.7,10:59,17.8,4:47,5.9
2019-05-18,17.7,20.4,0:01,16.5,15:51,3.9
2019-05-19,19.4,21.9,10:21,18,16:24,3.9
2019-05-20,19,23.3,16:06,14.1,23:58,9.2
2019-05-21,17.9,22.3,11:43,12.2,5:11,10.1
2019-05-22,19.7,24.6,13:34,15.8,6:10,8.8
2019-05-23,19.3,26.1,14:28,16.2,1:45,9.9
2019-05-24,20.9,25.4,9:47,16.2,0:07,9.2
2019-05-25,23.4,30.1,12:58,19.2,22:20,10.9
2019-05-26,22,25.7,13:28,18.5,3:22,7.2
2019-05-27,19.3,20.9,0:14,18.4,12:30,2.5
2019-05-28,18,22.5,14:13,15.1,6:01,7.4
2019-05-29,20.6,25.4,11:44,14,4:47,11.4
2019-05-30,22.5,26.9,12:22,17.8,5:32,9.1
2019-05-31,18.4,22.9,0:38,14.9,7:03,8
2019-06-01,19.8,24.8,14:04,16.2,5:13,8.6
2019-06-02,20.9,24.6,10:04,17.4,23:58,7.2
2019-06-03,21.3,25.6,13:26,17.4,0:01,8.2
2019-06-04,23.4,26.5,14:11,19.2,0:01,7.3
2019-06-05,23.9,29.7,9:57,20.4,5:07,9.3
2019-06-06,22.1,27,14:09,17.8,23:47,9.2
2019-06-07,18.7,20,15:57,16.8,0:25,3.2
2019-06-08,19.1,22.2,14:10,17,23:57,5.2
2019-06-09,18.5,22.1,12:42,16.4,2:21,5.7
2019-06-10,18.8,22.7,9:59,15.8,4:48,6.9
2019-06-11,18.5,22.1,9:58,16.1,5:21,6
2019-06-12,19.1,22.3,14:29,16.9,3:31,5.4
2019-06-13,19.6,23,13:29,15.5,4:42,7.5
2019-06-14,19.6,23.7,12:53,17.2,21:29,6.5
2019-06-15,20.6,25.3,12:07,17.2,2:34,8.1
2019-06-16,20.1,23.4,9:10,17.7,3:04,5.7
2019-06-17,20.8,24.6,15:15,17.6,5:17,7
2019-06-18,21.7,24.8,12:32,19.5,2:30,5.3
2019-06-19,23.4,27.3,14:25,19.3,5:13,8
2019-06-20,24.3,27.5,10:02,21.6,4:39,5.9
2019-06-21,23.3,26.8,14:09,21,23:57,5.8
2019-06-22,21.3,25,11:03,19.1,5:44,5.9
2019-06-23,20.9,24.8,14:57,18.4,5:02,6.4
2019-06-24,20.9,24.5,9:55,18,5:11,6.5
2019-06-25,21.9,26.8,17:08,18.5,1:45,8.3
2019-06-26,20.9,21.8,19:40,19.6,2:00,2.2
2019-06-27,22.4,24.4,12:45,20.7,23:11,3.7
2019-06-28,22.2,25.5,15:14,20.8,0:01,4.7
2019-06-29,21.4,23.7,19:31,20,13:29,3.7
2019-06-30,23.3,28.1,11:54,21.3,5:19,6.8
2019-07-01,23.1,27.8,10:20,21.3,2:27,6.5
2019-07-02,23.4,26.4,11:34,20.9,22:21,5.5
2019-07-03,21.9,24.1,14:13,20.4,2:45,3.7
2019-07-04,24.2,28.3,10:36,19.8,1:26,8.5
2019-07-05,23.8,26.9,11:52,20.6,5:10,6.3
2019-07-06,24.3,28.9,11:41,20.7,4:21,8.2
2019-07-07,23,26.5,11:40,20.8,23:28,5.7
2019-07-08,22.2,26.9,12:53,20.5,3:27,6.4
2019-07-09,22.2,26.1,11:48,20.2,3:24,5.9
2019-07-10,21.7,22.7,8:46,20.7,2:16,2
2019-07-11,23.8,27.2,15:23,21.6,6:18,5.6
2019-07-12,24.1,28.9,12:37,21.5,3:03,7.4
2019-07-13,22.3,23.5,17:35,21,23:51,2.5
2019-07-14,23.6,26.8,12:27,20.6,1:18,6.2
2019-07-15,23.6,26.6,12:31,21.8,1:53,4.8
2019-07-16,23.8,27.1,13:25,21,5:23,6.1
2019-07-17,23.8,27.8,13:19,21.2,5:22,6.6
2019-07-18,22.3,23,17:04,21.2,7:13,1.8
2019-07-19,23.1,23.7,17:02,22.7,0:01,1
2019-07-20,23.4,23.9,7:59,23,0:09,0.9
2019-07-21,23.6,26,16:34,22.2,6:52,3.8
2019-07-22,25.8,29.1,17:20,22.9,1:22,6.2
2019-07-23,26.6,29.9,15:32,24.9,4:33,5
2019-07-24,26,29.3,13:50,24.6,5:16,4.7
2019-07-25,25.6,27.7,12:41,24.9,4:47,2.8
2019-07-26,25.8,26.8,11:04,24.7,3:54,2.1
2019-07-27,25.9,26.9,11:11,24.7,3:21,2.2
2019-07-28,26.9,29.1,15:11,25.7,6:30,3.4
2019-07-29,27,30.3,15:01,25.2,1:59,5.1
2019-07-30,27.7,30.5,14:41,25.5,2:08,5
2019-07-31,28,30.9,12:43,26.2,3:17,4.7
2019-08-01,28.1,31.3,17:12,25.6,5:22,5.7
2019-08-02,29.4,33,14:36,26.7,5:51,6.3
2019-08-03,28.9,32.7,14:24,26.3,4:12,6.4
2019-08-04,28.8,32.2,14:33,26.4,4:53,5.8
2019-08-05,28.8,32.8,14:59,26.1,2:24,6.7
2019-08-06,25.8,29.8,10:50,23.2,19:54,6.6
2019-08-07,27.5,30.9,17:19,23.4,1:23,7.5
2019-08-08,28.7,32.5,13:23,25.9,4:21,6.6
2019-08-09,28.9,32.5,14:16,26.6,5:29,5.9
2019-08-10,28.3,32.3,14:10,26,4:13,6.3
2019-08-11,28,30.6,10:53,26.3,5:27,4.3
2019-08-12,29.3,31.9,12:32,27,2:02,4.9
2019-08-13,30.6,35,15:29,27.1,5:31,7.9
2019-08-14,29.4,33.3,13:57,26.5,22:35,6.8
2019-08-15,27.4,28.5,9:08,26.7,13:45,1.8
2019-08-16,28.2,31.6,13:04,26.3,3:13,5.3
2019-08-17,27.2,29.9,11:26,24.5,5:53,5.4
2019-08-18,27.3,29.8,11:43,25.2,6:05,4.6
2019-08-19,27.2,30.2,14:18,25.2,2:40,5
2019-08-20,26.8,30.3,11:28,25.1,23:32,5.2
2019-08-21,26.6,29.4,13:51,25,0:25,4.4
2019-08-22,26.1,27.3,17:38,25,3:06,2.3
2019-08-23,25.5,28.2,15:10,23.5,23:47,4.7
2019-08-24,25,28.3,13:42,21.6,5:54,6.7
2019-08-25,24.3,27.6,15:13,22.7,3:35,4.9
2019-08-26,25.2,28.8,11:11,21.8,5:37,7
2019-08-27,23.5,25.1,9:56,22.2,6:29,2.9
2019-08-28,24.1,26.3,14:05,22.7,0:49,3.6
2019-08-29,23.1,24.3,11:53,22.1,23:50,2.2
2019-08-30,24.6,28.9,13:45,20.3,6:09,8.6
2019-08-31,24.4,28.3,12:52,21,5:27,7.3
2019-09-01,23.7,27.7,12:27,21.4,21:39,6.3
2019-09-02,21.4,22.9,16:17,20.2,11:56,2.7
2019-09-03,23,25.8,13:07,21.9,0:27,3.9
2019-09-04,24.5,26.8,15:23,22,3:45,4.8
2019-09-05,26.5,29.3,10:37,24,5:54,5.3
2019-09-06,27,28.8,15:45,25.6,3:14,3.2
2019-09-07,26,27.3,8:40,24.1,22:56,3.2
2019-09-08,25.3,29.1,14:54,23.5,5:07,5.6
2019-09-09,27,30.5,10:05,23.9,5:43,6.6
2019-09-10,26.7,29.2,14:32,25.2,5:34,4
2019-09-11,25.1,29.2,11:37,23.3,22:56,5.9
2019-09-12,21.6,23.6,15:33,19.9,19:16,3.7
2019-09-13,23.2,27.4,13:57,20.5,6:26,6.9
2019-09-14,23.8,27.7,13:15,20.1,5:47,7.6
2019-09-15,24.9,29.3,13:18,21.5,23:50,7.8
2019-09-16,23.4,28,11:56,20.2,5:42,7.8
2019-09-17,22.9,28.1,15:00,19.6,4:03,8.5
2019-09-18,22.9,28.2,13:50,19.6,3:40,8.6
2019-09-19,21.6,25.6,13:29,18.7,23:44,6.9
2019-09-20,21.5,26.5,12:18,18,5:09,8.5
2019-09-21,18.2,20.6,0:01,17.2,16:49,3.4
2019-09-22,18.2,19.1,11:07,17.1,18:18,2
2019-09-23,17.9,20.7,13:15,16.7,6:30,4
2019-09-24,19.4,24.2,15:06,15.8,4:50,8.4
2019-09-25,20.4,25.4,13:39,15.8,6:04,9.6
2019-09-26,22.9,27.8,13:30,19.1,5:18,8.7
2019-09-27,22.1,26.1,11:32,20.6,4:04,5.5
2019-09-28,22.4,26.1,10:48,21.3,0:01,4.8
2019-09-29,23.9,28.8,12:15,21.3,4:41,7.5
2019-09-30,24.1,27.7,14:24,22.5,5:43,5.2
2019-10-01,22.4,23.3,12:08,21.6,23:50,1.7
2019-10-02,22.7,23.8,22:35,21.6,6:52,2.2
2019-10-03,24.6,28.8,14:21,22.3,5:14,6.5
2019-10-04,22.9,25.8,12:02,20.2,5:58,5.6
2019-10-05,21.7,26.4,13:05,18.5,23:37,7.9
2019-10-06,18.7,22.8,15:11,16.4,22:53,6.4
2019-10-07,18.3,21.2,12:23,16.4,0:29,4.8
2019-10-08,18.9,24,16:06,16,5:49,8
2019-10-09,17.5,23.2,13:07,12.6,6:26,10.6
2019-10-10,19.4,24.5,13:39,14.1,6:11,10.4
2019-10-11,21.1,27,14:09,16.7,5:50,10.3
2019-10-12,19.9,24.5,11:06,16.5,24:00:00,8
2019-10-13,18,23,12:18,15.1,5:52,7.9
2019-10-14,18.3,23,12:40,14.3,6:38,8.7
2019-10-15,15.6,18.9,14:27,13.4,23:58,5.5
2019-10-16,16.2,21.4,13:00,12.5,4:24,8.9
2019-10-17,17.1,21.2,11:52,14.1,2:16,7.1
2019-10-18,16.8,17.7,13:00,15.5,7:42,2.2
2019-10-19,19.1,24,14:39,15.8,6:59,8.2
2019-10-20,18.7,23.6,13:17,14.9,6:34,8.7
2019-10-21,18.6,23.7,13:11,15.2,3:04,8.5
2019-10-22,19,23.8,12:08,16.1,1:18,7.7
2019-10-23,18,20.8,14:01,16.3,23:52,4.5
2019-10-24,18.4,21.2,14:14,16.4,0:01,4.8
2019-10-25,19.6,24.9,14:01,16.8,4:22,8.1
2019-10-26,17.5,21.4,14:43,13.9,23:56,7.5
2019-10-27,14,18.7,13:56,10.4,6:36,8.3
2019-10-28,15.4,19.9,12:28,10.7,6:20,9.2
2019-10-29,16.4,21.2,14:49,13.3,6:31,7.9
2019-10-30,14.6,20.4,15:11,10.6,6:44,9.8
2019-10-31,16.2,22.4,13:48,11,5:04,11.4
2019-11-01,17.5,24,13:16,13.4,7:14,10.6
2019-11-02,17.5,22.6,12:11,14.4,5:21,8.2
2019-11-03,16.4,22.3,14:03,14,23:33,8.3
2019-11-04,14.3,19.7,13:16,12.3,22:16,7.4
2019-11-05,15.2,20.7,15:10,10.8,6:23,9.9
2019-11-06,15.8,21.3,11:52,11.7,7:08,9.6
2019-11-07,14.4,19.2,15:22,11.7,4:34,7.5
2019-11-08,13.8,19,15:20,10.7,7:11,8.3
2019-11-09,14.3,20.2,12:57,9,7:00,11.2
2019-11-10,14.3,18.3,12:06,10,6:00,8.3
2019-11-11,14.8,19.7,14:16,11.8,5:12,7.9
2019-11-12,14.2,19.1,12:02,10.9,6:48,8.2
2019-11-13,13.9,16.3,13:19,9.9,6:39,6.4
2019-11-14,7.6,14.4,0:01,4.8,21:38,9.6
2019-11-15,11.2,16.4,14:18,5.6,5:39,10.8
2019-11-16,15.1,19.8,13:29,11.1,6:59,8.7
2019-11-17,16.3,19.1,14:51,12.3,5:19,6.8
2019-11-18,13.2,19.5,3:45,6.7,23:51,12.8
2019-11-19,6.7,10.8,13:28,3.8,23:53,7
2019-11-20,6.2,12.4,13:57,2,6:46,10.4
2019-11-21,10.6,16.3,12:48,4,6:20,12.3
2019-11-22,14.5,20.3,12:23,10.1,5:17,10.2
2019-11-23,15.5,20.5,13:09,12.2,3:54,8.3
2019-11-24,16,18.9,13:37,13.4,0:01,5.5
2019-11-25,11.6,16.6,0:02,9.5,23:33,7.1
2019-11-26,11.4,16.7,12:18,8.8,7:35,7.9
2019-11-27,10.1,11.7,11:01,8.8,4:36,2.9
2019-11-28,9,12.9,14:08,6.3,23:49,6.6
2019-11-29,8.4,14,15:06,5,6:26,9
2019-11-30,11.1,15.7,14:49,6.5,1:14,9.2
2019-12-01,9.5,12.1,0:50,6.5,22:06,5.6
2019-12-02,6.6,10.5,14:45,2.6,23:55,7.9
2019-12-03,4.6,9.2,14:17,0.3,5:05,8.9
2019-12-04,7.2,11.3,13:59,4.6,4:04,6.7
2019-12-05,4.6,9.6,13:11,0,23:59,9.6
2019-12-06,0.2,4.7,16:10,-2.8,5:45,7.5
2019-12-07,3.6,9.7,15:20,-2.2,4:20,11.9
2019-12-08,6.1,12,13:51,2.4,4:53,9.6
2019-12-09,7.8,13.4,14:10,3.7,0:27,9.7
2019-12-10,11.5,16.3,14:07,6.8,5:43,9.5
2019-12-11,12.1,16.6,13:34,5.8,23:58,10.8
2019-12-12,4.9,9.3,15:52,2.2,7:09,7.1
2019-12-13,6.8,10.5,13:12,2.3,1:33,8.2
2019-12-14,8.5,12.7,15:13,6.2,5:44,6.5
2019-12-15,9.1,14.5,12:55,6.8,7:28,7.7
2019-12-16,10.8,16.4,13:23,6.3,5:36,10.1
2019-12-17,12.8,16.6,14:47,9.1,2:14,7.5
2019-12-18,10.4,15.7,15:13,8,7:33,7.7
2019-12-19,6.6,12.2,13:28,3.6,23:33,8.6
2019-12-20,5,9.4,13:24,1.2,4:56,8.2
2019-12-21,4.3,6.3,11:28,1.7,7:23,4.6
2019-12-22,6.5,10,16:01,4.2,0:08,5.8
2019-12-23,8.2,12.9,13:33,5,6:30,7.9
2019-12-24,7.7,14.3,14:40,3,6:54,11.3
2019-12-25,10.7,16.3,15:48,5.4,7:24,10.9
2019-12-26,7.8,12.2,11:02,4,23:57,8.2
2019-12-27,3.6,9,14:37,0.4,7:19,8.6
2019-12-28,4.1,9.4,14:08,-0.3,7:36,9.7
2019-12-29,6.5,9.5,14:38,2.6,4:03,6.9
2019-12-30,9.6,14,14:21,7.1,23:59,6.9
2019-12-31,0.1,7.1,0:01,-2.5,23:57,9.6
2020-01-01,1.9,7.8,14:18,-3.2,1:34,11
2020-01-02,4.1,9.6,14:17,0.5,4:25,9.1
2020-01-03,5.9,11.6,14:26,2.3,5:21,9.3
2020-01-04,5.5,9.7,14:41,2,7:09,7.7
2020-01-05,7.4,13.5,13:33,2.6,4:52,10.9
2020-01-06,7.8,9,12:56,5.5,1:49,3.5
2020-01-07,14.4,17.7,16:21,9,0:01,8.7
2020-01-08,8.8,15,0:01,4.9,23:48,10.1
2020-01-09,5.3,9.8,13:50,2.3,7:18,7.5
2020-01-10,5.9,12.3,14:06,0.9,6:46,11.4
2020-01-11,5.9,10.5,15:53,1.9,7:52,8.6
2020-01-12,4.6,8.8,15:40,2,7:59,6.8
2020-01-13,3.5,8.1,15:43,1,7:19,7.1
2020-01-14,2.1,5.5,15:12,-0.3,6:17,5.8
2020-01-15,2.4,7,15:20,-0.4,7:31,7.4
2020-01-16,3.8,9.5,14:11,-0.3,4:42,9.8
2020-01-17,6.4,11.8,14:08,3.2,7:24,8.6
2020-01-18,5.3,9.8,13:28,1.4,7:15,8.4
2020-01-19,4.9,9.4,14:29,2.1,6:10,7.3
2020-01-20,5.1,9.8,15:40,1.6,7:47,8.2
2020-01-21,5,10.3,14:24,0.1,7:28,10.2
2020-01-22,7.7,9.3,15:18,4.8,0:05,4.5
2020-01-23,8.8,10.1,13:22,8.1,22:55,2
2020-01-24,10.2,15.9,13:36,5.9,7:47,10
2020-01-25,9.1,11.6,12:35,8,23:54,3.6
2020-01-26,9.5,13.8,11:07,7.4,7:21,6.4
2020-01-27,6.7,10,0:43,4.8,16:52,5.2
2020-01-28,8.9,13.1,11:35,6,0:01,7.1
2020-01-29,8.5,13,12:04,6.6,23:00,6.4
2020-01-30,7.1,12.9,12:26,4.2,23:54,8.7
2020-01-31,6.3,11.2,11:49,2.3,5:52,8.9
2020-02-01,5.6,10.4,14:09,1.5,7:30,8.9
2020-02-02,7.1,11.7,13:58,3.3,5:46,8.4
2020-02-03,5.6,10.4,15:12,2.4,7:35,8
2020-02-04,5.2,10.1,14:22,0.3,7:31,9.8
2020-02-05,1.8,5,13:27,-2.4,23:57,7.4
2020-02-06,1.2,7.1,14:02,-5,5:34,12.1
2020-02-07,5,10.4,14:10,2.1,23:57,8.3
2020-02-08,4.1,9.4,15:03,0.4,4:51,9
2020-02-09,3.8,8.9,15:29,-0.7,6:46,9.6
2020-02-10,6.3,12.2,15:29,0.7,4:40,11.5
2020-02-11,9.7,14.5,12:03,4.4,6:29,10.1
2020-02-12,11.7,14.1,14:56,9.9,6:54,4.2
2020-02-13,11.4,16.2,16:02,8.1,6:54,8.1
2020-02-14,12.3,18.1,12:52,9.2,1:42,8.9
2020-02-15,12.8,17.3,14:05,9.7,2:31,7.6
2020-02-16,7,13.7,5:31,0.8,23:36,12.9
2020-02-17,0.1,3,16:06,-3,23:43,6
2020-02-18,1.2,7.9,15:43,-4.5,6:50,12.4
2020-02-19,6.1,12.5,13:09,0.1,5:26,12.4
2020-02-20,9.3,14.7,12:12,4.6,7:18,10.1
2020-02-21,11,16,13:41,5.5,6:07,10.5
2020-02-22,9.5,12.9,14:23,5.1,23:54,7.8
2020-02-23,6,11.7,14:29,1.1,7:06,10.6
2020-02-24,10.8,15.7,14:59,5.5,7:23,10.2
2020-02-25,9.7,12.7,7:10,7.9,18:59,4.8
2020-02-26,9.5,14.1,13:03,6.8,23:58,7.3
2020-02-27,6.8,10.7,11:53,4.7,22:29,6
2020-02-28,6.9,8.9,14:19,4.8,4:03,4.1
2020-02-29,9.5,13,15:09,7,0:01,6
2020-03-01,10.8,15.6,11:47,7.2,3:12,8.4
2020-03-02,8.5,14.7,14:57,5.2,6:49,9.5
2020-03-03,8.7,12.6,11:06,5.6,3:43,7
2020-03-04,7.9,13,13:38,1.7,23:52,11.3
2020-03-05,5.1,11.5,15:21,-0.3,5:46,11.8
2020-03-06,8.1,12.6,12:19,3.2,6:16,9.4
2020-03-07,8.2,11.8,14:28,6.1,4:58,5.7
2020-03-08,10.4,16.4,12:18,5.5,4:23,10.9
2020-03-09,11,15.2,12:22,7.4,4:52,7.8
2020-03-10,9.9,12.1,9:25,7.3,23:54,4.8
2020-03-11,7.8,13.5,15:21,3.6,5:21,9.9
2020-03-12,9.5,14.5,12:42,3.6,6:40,10.9
2020-03-13,11.6,17,14:07,8.5,4:18,8.5
2020-03-14,8.2,12,15:43,4.7,6:56,7.3
2020-03-15,7.7,12.7,13:05,2.9,23:59,9.8
2020-03-16,6.6,11.8,12:05,1.1,6:24,10.7
2020-03-17,11.1,15.9,14:45,6,6:40,9.9
2020-03-18,12.2,17.3,13:14,7.7,6:56,9.6
2020-03-19,12.6,18.2,15:21,7.4,23:40,10.8
2020-03-20,10.4,14.8,14:10,6.4,6:29,8.4
2020-03-21,13.7,17.9,13:28,9.8,4:16,8.1
2020-03-22,14.1,17.5,12:18,11,19:02,6.5
2020-03-23,12.6,17.1,15:23,8.8,5:19,8.3
2020-03-24,11.5,15.3,12:50,8.6,4:46,6.7
2020-03-25,13,17.9,13:09,7.6,6:08,10.3
2020-03-26,14.5,16.3,23:08,12.1,2:15,4.2
2020-03-27,13.7,16.8,13:37,9.7,23:56,7.1
2020-03-28,9.4,13,11:23,7.7,23:42,5.3
2020-03-29,10.4,15.1,10:56,6.4,6:25,8.7
2020-03-30,11.6,15.7,13:22,8.6,6:06,7.1
2020-03-31,12.9,18,12:57,8.5,5:15,9.5
2020-04-01,12.5,17.1,13:54,10.8,6:31,6.3
2020-04-02,11.5,16.2,11:32,7.2,2:48,9
2020-04-03,13.8,19.1,11:50,9.6,6:31,9.5
2020-04-04,12.8,19.6,13:48,8.5,24:00:00,11.1
2020-04-05,9.7,14.1,11:19,5.6,6:06,8.5
2020-04-06,11.7,15.1,11:48,7.3,6:17,7.8
2020-04-07,14.5,20.6,13:22,9.5,5:57,11.1
2020-04-08,13.3,19.1,13:12,9.2,23:48,9.9
2020-04-09,11.8,18,14:45,8,4:28,10
2020-04-10,10,12.2,16:26,8.3,23:35,3.9
2020-04-11,10.5,14.2,11:39,7.9,3:52,6.3
2020-04-12,9,11.9,13:45,7.2,21:48,4.7
2020-04-13,10.1,15.5,17:17,6.8,5:37,8.7
2020-04-14,15.1,21.1,13:00,8.8,0:38,12.3
2020-04-15,14.5,18.4,11:36,12,6:13,6.4
2020-04-16,12.9,16.7,11:00,10.5,3:22,6.2
2020-04-17,12.2,13.1,20:36,11.3,4:46,1.8
2020-04-18,13.9,20.6,14:03,10.2,6:00,10.4
2020-04-19,11.8,14.7,11:51,10.5,21:45,4.2
2020-04-20,14,18.1,12:13,10.1,3:59,8
2020-04-21,12.2,18.8,14:15,8.1,23:57,10.7
2020-04-22,9.3,16,15:03,5.1,5:19,10.9
2020-04-23,10.3,16.9,14:45,4.4,5:57,12.5
2020-04-24,11.1,14.7,11:42,6.1,5:49,8.6
2020-04-25,14.8,18.3,15:21,10.1,5:31,8.2
2020-04-26,14.2,21.3,15:07,10.4,23:55,10.9
2020-04-27,13.7,19.5,13:08,9.5,3:25,10
2020-04-28,14.3,20.9,13:27,9.5,5:50,11.4
2020-04-29,16.2,24.4,12:29,11.4,4:55,13
2020-04-30,16.9,20.1,13:58,13,5:19,7.1
2020-05-01,19.5,22.7,12:08,16.7,1:56,6
2020-05-02,18.7,21.8,10:13,17,3:44,4.8
2020-05-03,16.8,17.9,0:05,16.2,10:53,1.7
2020-05-04,19,25,11:43,15.8,23:44,9.2
2020-05-05,15.9,18.5,11:50,14.2,22:59,4.3
2020-05-06,17.9,21.8,9:13,14,23:45,7.8
2020-05-07,16.5,21,12:27,12.5,5:13,8.5
2020-05-08,17.4,21.1,14:24,12.3,5:26,8.8
2020-05-09,16.4,18.6,0:39,14.8,10:27,3.8
2020-05-10,17.6,20.6,15:13,14.7,6:23,5.9
2020-05-11,18.8,25.4,11:17,15.3,5:03,10.1
2020-05-12,18.2,21.4,11:42,15.6,23:57,5.8
2020-05-13,17.9,22.8,13:36,12.5,5:49,10.3
2020-05-14,20.1,25.4,11:09,16.4,3:58,9
2020-05-15,16.3,18.8,6:15,14.3,15:41,4.5
2020-05-16,18.2,24.4,13:01,16.1,22:22,8.3
2020-05-17,18.2,21.6,15:46,15.9,0:56,5.7
2020-05-18,17.3,19.8,16:14,16.4,5:20,3.4
2020-05-19,15.6,19,15:47,13.3,5:48,5.7
2020-05-20,15.2,19.4,10:51,12.2,5:24,7.2
2020-05-21,14.9,18.1,11:18,13.2,3:43,4.9
2020-05-22,15.4,18.7,13:17,12.2,4:51,6.5
2020-05-23,16.8,20.9,14:31,12.8,5:19,8.1
2020-05-24,19.1,22.5,11:41,14.6,4:39,7.9
2020-05-25,19.4,23.2,10:43,16.8,22:20,6.4
2020-05-26,19,22.2,14:47,16.6,22:14,5.6
2020-05-27,19.4,26,12:37,16.4,23:54,9.6
2020-05-28,19.2,25.1,10:59,15.2,5:05,9.9
2020-05-29,19.7,24.5,13:31,15.7,5:34,8.8
2020-05-30,20.2,23.7,12:46,17.3,4:05,6.4
2020-05-31,19.6,23.6,12:24,17.3,6:16,6.3
2020-06-01,22,25.5,14:40,18.3,0:01,7.2
2020-06-02,21.1,25.1,12:43,18,5:26,7.1
2020-06-03,21.3,25.7,12:51,18.6,5:20,7.1
2020-06-04,22.9,26.6,12:37,20.3,22:33,6.3
2020-06-05,22,27,15:12,18.4,23:25,8.6
2020-06-06,21,26.6,13:58,17.7,3:55,8.9
2020-06-07,21.5,24.6,11:31,17.8,4:54,6.8
2020-06-08,23.3,28,10:57,18,5:41,10
2020-06-09,24,29.4,13:56,18.6,4:50,10.8
2020-06-10,24.7,28.9,14:32,20.9,5:06,8
2020-06-11,22.6,25.9,12:46,21.3,3:37,4.6
2020-06-12,22.6,25.8,14:29,21.1,0:22,4.7
2020-06-13,22,24.2,13:55,21,5:12,3.2
2020-06-14,23.3,27,16:22,20.2,4:40,6.8
2020-06-15,23.8,29,13:48,20.3,5:40,8.7
2020-06-16,23.9,29,10:38,21.4,23:57,7.6
2020-06-17,22.3,26.2,9:58,19.7,5:38,6.5
2020-06-18,18.3,21.2,1:09,16.8,6:13,4.4
2020-06-19,21.8,27.1,14:10,18.3,0:01,8.8
2020-06-20,21.2,24.9,13:02,19,23:32,5.9
2020-06-21,21.2,25.3,15:08,18,5:23,7.3
2020-06-22,22.8,27.7,14:55,18,5:34,9.7
2020-06-23,23.8,29,15:09,19.9,5:11,9.1
2020-06-24,22.6,26.2,8:37,20.5,22:21,5.7
2020-06-25,22,24.6,11:00,20.9,2:00,3.7
2020-06-26,23.3,28.2,12:13,20.3,4:16,7.9
2020-06-27,23.2,27.9,14:23,20.2,4:41,7.7
2020-06-28,24.9,30.7,11:43,21.7,2:43,9
2020-06-29,21.6,25.2,12:50,18.9,17:12,6.3
2020-06-30,22,24.7,17:21,19.9,5:29,4.8
2020-07-01,20.8,24.3,13:06,19.1,9:12,5.2
2020-07-02,21.7,25.8,10:26,19,4:15,6.8
2020-07-03,20.6,22.1,9:52,18.7,23:42,3.4
2020-07-04,20.4,25.4,11:07,18.7,0:03,6.7
2020-07-05,22.2,25.9,14:26,19.1,0:01,6.8
2020-07-06,22.7,25.6,11:47,21.2,0:01,4.4
2020-07-07,22.7,25.1,12:33,21.6,1:09,3.5
2020-07-08,23.5,28.1,15:40,21.3,23:37,6.8
2020-07-09,22.2,25.5,11:03,20.6,3:39,4.9
2020-07-10,22.2,25.9,17:10,20.8,8:33,5.1
2020-07-11,21.6,24.3,10:45,20.2,20:53,4.1
